lb	mle	ub	ce	Z	cZ
Adra1d	-1.02895027688169	0.791500212985911	2.57237569220421	0	0.863767806201367	0.300068697475867
Mtap1s	-0.791500212985911	0.633200170388732	2.17662558571126	0	0.863722498440505	0.300068697475867
Mtor	-0.831075223635208	0.672775181038026	2.33492562830844	0	0.863698171784053	0.300068697475867
Ap3b1	-2.80982575609999	-0.9102252449338	1.18725031947887	0	-0.863674214284809	-0.300068697475867
1700001J11Rik	-1.18725031947887	1.10810029818028	2.45365066025633	0	0.863630837790954	0.300068697475867
Bloc1s3	-2.57237569220421	-0.751925202336617	0.9102252449338	0	-0.863625233402557	-0.300068697475867
Ptk2	-0.791500212985911	0.593625159739434	2.13705057506196	0	0.863543609486352	0.300068697475867
Il1rn	-1.26640034077746	0.831075223635208	3.72005100103379	0	0.86352026348804	0.300068697475867
Rab9	-0.9102252449338	0.71235019168732	2.41407564960703	0	0.863440370754135	0.300068697475867
Gm3258	-0.949800255583097	0.751925202336617	2.49322567090562	0	0.862979422105974	0.299655909056711
6330406I15Rik	-1.06852528753098	0.751925202336617	3.36387590519011	0	0.862949313055895	0.299655909056711
Slit1	-1.18725031947887	1.10810029818028	2.41407564960703	0	0.86254349302716	0.29922197626955
Nat8l	-1.14767530882957	0.870650234284502	2.61195070285351	0	0.862421216690257	0.299190534766293
r_MER92B	-0.989375266232388	0.751925202336617	3.04727581999576	0	0.862169793331002	0.298975763966642
Rtn2	-1.02895027688169	0.791500212985911	2.80982575609999	0	0.861921427978098	0.298802011911513
Icam5	-1.22682533012817	1.14767530882957	2.49322567090562	0	0.861661656191482	0.298802011911513
Stxbp6	-1.18725031947887	0.9102252449338	2.7306757348014	0	0.861659184651216	0.298802011911513
Coq6	-0.989375266232388	0.791500212985911	2.61195070285351	0	0.861646943355881	0.298802011911513
2310003C23Rik	-0.831075223635208	0.633200170388732	2.41407564960703	0	0.861336225301613	0.29850307794098
5730601F06Rik	-0.870650234284502	0.71235019168732	2.33492562830844	0	0.861100464208156	0.298445214856211
Arhgap6	-2.49322567090562	-0.751925202336617	1.02895027688169	0	-0.861052784013077	-0.298445214856211
Mier1	-0.831075223635208	0.633200170388732	2.17662558571126	0	0.860995194532095	0.298445214856211
r_RMER15	-1.97875053246478	-0.633200170388732	0.751925202336617	0	-0.860591083127122	-0.298034330446317
Spry4	-0.870650234284502	0.672775181038026	2.25577560700985	0	0.860505512225226	0.298034330446317
Erlin1	-0.989375266232388	0.751925202336617	2.57237569220421	0	0.860382339498874	0.298001545154607
Metrn	-0.831075223635208	0.633200170388732	2.17662558571126	0	0.859928448479967	0.297951393252467
Fam126b	-2.49322567090562	-0.751925202336617	0.9102252449338	0	-0.859685457796433	-0.297951393252467
Tor1b	-0.870650234284502	0.672775181038026	2.29535061765914	0	0.859634442838873	0.297951393252467
Vmn2r115	-1.22682533012817	1.10810029818028	2.53280068155492	0	0.859564397077008	0.297951393252467
Atrn	-0.751925202336617	0.593625159739434	2.01832554311408	0	0.859555895052896	0.297951393252467
Grb14	-0.949800255583097	0.71235019168732	2.61195070285351	0	0.85953808315001	0.297951393252467
Edc4	-0.831075223635208	0.633200170388732	2.17662558571126	0	0.859330221861672	0.297951393252467
Pyroxd2	-2.92855078804787	-1.02895027688169	1.66215044727041	0	-0.859296169860167	-0.297951393252467
Upf3b	-2.7306757348014	-0.870650234284502	1.02895027688169	0	-0.85916611415437	-0.297951393252467
r_(GGAA)n	-0.831075223635208	0.672775181038026	2.13705057506196	0	0.859144090587021	0.297951393252467
Ift81	-0.9102252449338	0.71235019168732	2.65152571350281	0	0.859106517355867	0.297951393252467
Prkag2	-0.831075223635208	0.633200170388732	2.25577560700985	0	0.858958937639828	0.297951393252467
Gpx1	-0.791500212985911	0.593625159739434	1.97875053246478	0	0.858859187624649	0.297951393252467
Mir1892	-1.18725031947887	1.10810029818028	2.45365066025633	0	0.858814551038312	0.297951393252467
Dusp13	-1.18725031947887	1.10810029818028	2.45365066025633	0	0.858814551038312	0.297951393252467
Gm5424	-0.9102252449338	0.71235019168732	2.33492562830844	0	0.858518488376328	0.297951393252467
Rsl1	-2.6911007241521	-0.9102252449338	1.02895027688169	0	-0.858387101778329	-0.297951393252467
Zfp429	-2.6911007241521	-0.9102252449338	1.02895027688169	0	-0.858387101778329	-0.297951393252467
1700003M02Rik	-2.6911007241521	-0.9102252449338	1.02895027688169	0	-0.858387101778329	-0.297951393252467
Kcnmb4	-1.34555036207605	1.18725031947887	2.65152571350281	0	0.858347354581063	0.297951393252467
Dsel	-0.831075223635208	0.633200170388732	2.25577560700985	0	0.858185026070363	0.297862892085581
Tmem220	-1.22682533012817	1.06852528753098	2.57237569220421	0	0.857722713565789	0.297349149093658
Ctsz	-0.751925202336617	0.593625159739434	2.09747556441266	0	0.857233419519319	0.296982956127083
Znf512b	-0.870650234284502	0.633200170388732	2.33492562830844	0	0.857178088398995	0.296982956127083
Mir715	-1.14767530882957	0.949800255583097	2.41407564960703	0	0.857097336456895	0.296982956127083
Dab2ip	-0.791500212985911	0.593625159739434	2.21620059636055	0	0.857064813836059	0.296982956127083
Dnajc27	-1.22682533012817	0.989375266232388	2.65152571350281	0	0.85686265876215	0.296969790999341
Ercc6l	-3.20557586259294	-1.06852528753098	1.89960051116619	0	-0.856715175837631	-0.296969790999341
Arhgap30	-2.77025074545069	-0.949800255583097	1.06852528753098	0	-0.856413982752081	-0.296969790999341
Tmem8b	-1.06852528753098	0.791500212985911	2.65152571350281	0	0.856365691279443	0.296969790999341
6430411K18Rik	-2.7306757348014	-1.10810029818028	1.26640034077746	0	-0.856313564135151	-0.296969790999341
Zfp410	-0.9102252449338	0.71235019168732	2.33492562830844	0	0.856145796238286	0.296969790999341
Pla2g12a	-0.949800255583097	0.71235019168732	2.57237569220421	0	0.85600562861783	0.296969790999341
Lace1	-2.84940076674929	-0.870650234284502	1.10810029818028	0	-0.855971154916359	-0.296969790999341
Cbx6	-0.791500212985911	0.633200170388732	2.05790055376337	0	0.855711994731176	0.296969790999341
Ndc80	-2.7306757348014	-0.9102252449338	1.30597535142675	0	-0.855707457949276	-0.296969790999341
Pvt1	-0.9102252449338	0.71235019168732	2.53280068155492	0	0.855641687445734	0.296969790999341
Sec24b	-0.870650234284502	0.672775181038026	2.41407564960703	0	0.855382742821071	0.296969790999341
Bet1	-0.791500212985911	0.633200170388732	2.09747556441266	0	0.855337465091391	0.296969790999341
Hist1h2bj	-0.9102252449338	0.71235019168732	2.41407564960703	0	0.855331954685326	0.296969790999341
Fam105b	-0.870650234284502	0.633200170388732	2.88897577739858	0	0.855313246005772	0.296969790999341
Zfp420	-2.80982575609999	-0.9102252449338	1.18725031947887	0	-0.855294892479053	-0.296969790999341
Pcyox1l	-0.949800255583097	0.751925202336617	2.57237569220421	0	0.855276442989841	0.296969790999341
Zfp654	-2.6911007241521	-1.02895027688169	1.70172545791971	0	-0.855259007899064	-0.296969790999341
Ankrd13a	-0.791500212985911	0.593625159739434	2.21620059636055	0	0.855124185326674	0.296920093851049
Hcls1	-1.22682533012817	1.10810029818028	2.41407564960703	0	0.854935770283243	0.296794504249704
Arfrp1	-0.870650234284502	0.633200170388732	2.37450063895773	0	0.854429253883461	0.296299619409526
Tpi1	-0.71235019168732	0.554050149090137	1.8204504898676	0	0.854305132217468	0.296299619409526
2210012G02Rik	-0.831075223635208	0.672775181038026	2.21620059636055	0	0.854287118767315	0.296299619409526
Bak1	-0.791500212985911	0.593625159739434	2.09747556441266	0	0.8537021408151	0.29601178984174
Ccdc40	-1.22682533012817	1.10810029818028	2.41407564960703	0	0.853459807030061	0.29601178984174
Cnpy1	-2.53280068155492	-0.870650234284502	1.02895027688169	0	-0.853454927146125	-0.29601178984174
Nmi	-1.22682533012817	1.02895027688169	2.77025074545069	0	0.853394411464145	0.29601178984174
Pcbp3	-0.9102252449338	0.71235019168732	2.45365066025633	0	0.853269402697779	0.29601178984174
Mtap	-0.870650234284502	0.672775181038026	2.33492562830844	0	0.853192787690094	0.29601178984174
Epc1	-0.949800255583097	0.71235019168732	2.21620059636055	0	0.853172104320777	0.29601178984174
Hadhb	-0.791500212985911	0.593625159739434	2.05790055376337	0	0.853061733059135	0.29601178984174
Mbtps2	-0.9102252449338	0.672775181038026	2.25577560700985	0	0.853015305111298	0.29601178984174
4932438A13Rik	-0.9102252449338	0.71235019168732	2.29535061765914	0	0.853003063325376	0.29601178984174
Mpv17l2	-0.791500212985911	0.593625159739434	2.01832554311408	0	0.85298739305399	0.29601178984174
Ttf2	-2.45365066025633	-0.71235019168732	0.9102252449338	0	-0.852772824321601	-0.295955211533048
Kcnh3	-2.65152571350281	-0.949800255583097	1.02895027688169	0	-0.85264855189042	-0.295955211533048
Kif9	-2.65152571350281	-0.949800255583097	1.02895027688169	0	-0.85264855189042	-0.295955211533048
Bbs12	-1.14767530882957	0.9102252449338	2.61195070285351	0	0.852460414532334	0.295944853656984
Aasdhppt	-2.25577560700985	-0.751925202336617	0.949800255583097	0	-0.852442031272668	-0.295944853656984
Wdr53	-2.92855078804787	-0.9102252449338	1.14767530882957	0	-0.852193738418895	-0.295734460984592
Tm7sf2	-2.49322567090562	-0.751925202336617	0.949800255583097	0	-0.851994221362286	-0.295593077691341
Msmp	-1.26640034077746	1.18725031947887	2.53280068155492	0	0.851814009119593	0.295556077033701
Tbc1d2	-0.9102252449338	0.672775181038026	2.33492562830844	0	0.851768906573692	0.295556077033701
Cpeb3	-2.61195070285351	-0.9102252449338	1.22682533012817	0	-0.851584949573701	-0.295436696274698
Trim2	-0.9102252449338	0.672775181038026	2.41407564960703	0	0.851329341171828	0.295329627978827
Hic1	-0.870650234284502	0.633200170388732	2.33492562830844	0	0.850930441329242	0.295329627978827
Rab11fip1	-2.77025074545069	-0.831075223635208	1.02895027688169	0	-0.850930110487101	-0.295329627978827
Sdhaf1	-0.949800255583097	0.71235019168732	2.65152571350281	0	0.850785792403284	0.295329627978827
Jak1	-0.870650234284502	0.672775181038026	2.45365066025633	0	0.850736187234743	0.295329627978827
2900026A02Rik	-0.831075223635208	0.633200170388732	2.13705057506196	0	0.85073401116156	0.295329627978827
B230315N10Rik	-2.41407564960703	-0.751925202336617	0.949800255583097	0	-0.850700404033423	-0.295329627978827
Bmp2k	-0.9102252449338	0.71235019168732	2.45365066025633	0	0.850665748109687	0.295329627978827
Gtdc1	-1.22682533012817	0.9102252449338	2.96812579869717	0	0.85046538128904	0.295329627978827
Dppa2	-2.96812579869717	-1.06852528753098	1.26640034077746	0	-0.850464317446757	-0.295329627978827
Cyb5b	-0.791500212985911	0.593625159739434	2.13705057506196	0	0.850414467237652	0.295329627978827
Fpgt	-0.989375266232388	0.751925202336617	2.61195070285351	0	0.850195755853748	0.295161049843632
Pcsk5	-1.18725031947887	0.9102252449338	2.88897577739858	0	0.849763627885877	0.294690713216541
Nedd4l	-0.9102252449338	0.71235019168732	2.37450063895773	0	0.849485458221108	0.294601196091212
Orai1	-0.9102252449338	0.672775181038026	2.49322567090562	0	0.849440369857374	0.294601196091212
Mrps27	-2.6911007241521	-0.870650234284502	1.22682533012817	0	-0.849401880754585	-0.294601196091212
Tob1	-0.751925202336617	0.554050149090137	2.01832554311408	0	0.849207789821851	0.294577728643123
Gtf2h2	-2.57237569220421	-0.751925202336617	1.02895027688169	0	-0.849119304459379	-0.294577728643123
Rad50	-2.01832554311408	-0.633200170388732	0.751925202336617	0	-0.84908691470552	-0.294577728643123
r_(CTATG)n	-1.42470038337464	0.989375266232388	2.6911007241521	0	0.848961546318186	0.294558410573226
Avpr1a	-1.26640034077746	0.989375266232388	2.92855078804787	0	0.848790611374056	0.294558410573226
Yars	-2.37450063895773	-0.831075223635208	1.02895027688169	0	-0.84843088228158	-0.294558410573226
Ldb3	-1.18725031947887	0.870650234284502	2.80982575609999	0	0.848221454670376	0.294558410573226
Zfp334	-0.870650234284502	0.672775181038026	2.25577560700985	0	0.848137135989973	0.294558410573226
r_MMERGLN-int	-2.33492562830844	-0.751925202336617	0.9102252449338	0	-0.847674564201227	-0.294558410573226
Lgals8	-0.870650234284502	0.633200170388732	2.45365066025633	0	0.847617518326003	0.294558410573226
Ddr1	-0.791500212985911	0.593625159739434	1.97875053246478	0	0.847599257091604	0.294558410573226
Dnajb2	-0.831075223635208	0.633200170388732	2.25577560700985	0	0.847528299948605	0.294558410573226
Ubap2l	-2.13705057506196	-0.672775181038026	0.870650234284502	0	-0.847513653760824	-0.294558410573226
Nol11	-2.33492562830844	-0.71235019168732	0.9102252449338	0	-0.847467739374158	-0.294558410573226
Zfp36l1	-1.02895027688169	0.791500212985911	2.6911007241521	0	0.847404593500045	0.294558410573226
Lactb	-1.02895027688169	0.791500212985911	2.77025074545069	0	0.847361610266932	0.294558410573226
Tor3a	-2.41407564960703	-0.791500212985911	1.06852528753098	0	-0.84729758389483	-0.294558410573226
Klf16	-2.25577560700985	-0.71235019168732	0.949800255583097	0	-0.847261422216198	-0.294558410573226
Med30	-0.870650234284502	0.672775181038026	2.29535061765914	0	0.847033288080542	0.294558410573226
Ino80b	-1.18725031947887	0.949800255583097	2.6911007241521	0	0.846963678026989	0.294558410573226
Msto1	-2.29535061765914	-0.672775181038026	0.870650234284502	0	-0.846816712248487	-0.294558410573226
Hopx	-1.18725031947887	1.02895027688169	2.45365066025633	0	0.846701675246863	0.294558410573226
Plin2	-0.870650234284502	0.633200170388732	2.37450063895773	0	0.846598406533856	0.294558410573226
Hexb	-2.05790055376337	-0.633200170388732	0.791500212985911	0	-0.846469446865435	-0.294558410573226
Dip2c	-2.41407564960703	-0.71235019168732	0.9102252449338	0	-0.846296874228829	-0.294558410573226
Rufy1	-0.949800255583097	0.71235019168732	2.41407564960703	0	0.846294991942555	0.294558410573226
Hmmr	-3.00770080934646	-0.751925202336617	1.02895027688169	0	-0.846201235469186	-0.294558410573226
Sash1	-0.870650234284502	0.633200170388732	2.29535061765914	0	0.846097198230062	0.294558410573226
D16Ertd472e	-0.9102252449338	0.672775181038026	2.29535061765914	0	0.846044278512162	0.294558410573226
Sp2	-2.29535061765914	-0.71235019168732	0.949800255583097	0	-0.846018098333553	-0.294558410573226
Csnk1g2	-0.791500212985911	0.593625159739434	2.09747556441266	0	0.845986633895642	0.294558410573226
Lipt2	-1.06852528753098	0.791500212985911	2.6911007241521	0	0.845779688245141	0.294558410573226
Zfp677	-1.10810029818028	0.870650234284502	2.49322567090562	0	0.845729492266129	0.294558410573226
Bglap	-1.30597535142675	1.22682533012817	2.77025074545069	0	0.845726887681098	0.294558410573226
Gabpb1	-0.949800255583097	0.71235019168732	2.57237569220421	0	0.845637857324331	0.294558410573226
Mcm2	-2.49322567090562	-0.71235019168732	0.949800255583097	0	-0.845446458278964	-0.294558410573226
Zfp329	-0.989375266232388	0.71235019168732	2.53280068155492	0	0.845419338759977	0.294558410573226
Prpf31	-0.831075223635208	0.633200170388732	2.21620059636055	0	0.845398932157592	0.294558410573226
Gatc	-0.989375266232388	0.751925202336617	2.49322567090562	0	0.845213552530769	0.294558410573226
Mast4	-0.791500212985911	0.593625159739434	2.05790055376337	0	0.845125490846395	0.294558410573226
Slc4a8	-1.22682533012817	1.06852528753098	2.45365066025633	0	0.845112007116644	0.294558410573226
Tmem147	-0.791500212985911	0.593625159739434	1.97875053246478	0	0.844927080329612	0.294558410573226
r_LTR84b	-2.96812579869717	-0.870650234284502	1.22682533012817	0	-0.844896807830002	-0.294558410573226
Ccdc104	-0.791500212985911	0.593625159739434	2.13705057506196	0	0.844837309312615	0.294558410573226
Prickle1	-0.949800255583097	0.672775181038026	2.84940076674929	0	0.844806269981647	0.294558410573226
Kirrel	-0.831075223635208	0.633200170388732	2.17662558571126	0	0.844804891133569	0.294558410573226
r_MLT1J2	-2.7306757348014	-0.949800255583097	1.06852528753098	0	-0.844595784631442	-0.294493037117955
Rnf115	-2.49322567090562	-0.870650234284502	1.06852528753098	0	-0.84451893951831	-0.294493037117955
Psma7	-0.751925202336617	0.593625159739434	1.97875053246478	0	0.844413360744051	0.294493037117955
Nkd1	-1.18725031947887	1.02895027688169	2.37450063895773	0	0.844263690697105	0.294493037117955
Plekhg1	-2.84940076674929	-0.870650234284502	1.10810029818028	0	-0.844263200404097	-0.294493037117955
Tgfa	-1.66215044727042	1.06852528753098	3.16600085194365	0	0.844083467828971	0.294379278537146
Dgkk	-1.50385040467323	0.989375266232388	2.96812579869717	0	0.843792097815711	0.294317208727598
D030074E01Rik	-2.21620059636055	-0.672775181038026	0.831075223635208	0	-0.843757852687436	-0.294317208727598
Kcmf1	-0.791500212985911	0.593625159739434	2.09747556441266	0	0.843689991329669	0.294317208727598
Ppfibp2	-3.482600937138	-0.870650234284502	1.8204504898676	0	-0.843643329055151	-0.294317208727598
Tnfsf11	-2.37450063895773	1.02895027688169	3.64090097973519	0	0.843224853805196	0.294199790049103
r_RNERVK23-int	-1.02895027688169	0.791500212985911	2.65152571350281	0	0.843147989298696	0.294199790049103
Mxi1	-2.37450063895773	-0.751925202336617	0.949800255583097	0	-0.843113991362709	-0.294199790049103
Ddx28	-2.65152571350281	-0.791500212985911	1.02895027688169	0	-0.843078955801347	-0.294199790049103
Brp44	-0.791500212985911	0.593625159739434	2.09747556441266	0	0.842956105520498	0.294199790049103
Tmtc2	-0.989375266232388	0.71235019168732	2.80982575609999	0	0.842790969566687	0.294199790049103
Xrcc2	-2.61195070285351	-0.791500212985911	1.14767530882957	0	-0.842774879134229	-0.294199790049103
r_U3	-2.88897577739858	-0.870650234284502	1.10810029818028	0	-0.842768162538915	-0.294199790049103
Slc4a2	-0.791500212985911	0.554050149090137	2.13705057506196	0	0.842650274236988	0.294173102194098
Tob2	-0.831075223635208	0.633200170388732	2.05790055376337	0	0.842359698156816	0.294006310741845
Orc2l	-2.21620059636055	-0.672775181038026	0.831075223635208	0	-0.842334011698307	-0.294006310741845
Ptgr2	-0.870650234284502	0.672775181038026	2.29535061765914	0	0.842120451715595	0.293844819987277
Elp2	-0.870650234284502	0.633200170388732	2.37450063895773	0	0.84177098153472	0.293512956680563
Gprasp1	-2.49322567090562	-0.751925202336617	0.949800255583097	0	-0.841687030893258	-0.293512956680563
Lass5	-0.831075223635208	0.593625159739434	2.01832554311408	0	0.841511973536451	0.293456009130423
Eif3g	-1.97875053246478	-0.593625159739434	0.751925202336617	0	-0.841355050370773	-0.293456009130423
Slmo1	-1.18725031947887	0.989375266232388	2.37450063895773	0	0.841318461563666	0.293456009130423
Apoa1bp	-0.831075223635208	0.593625159739434	2.13705057506196	0	0.841250955047299	0.293456009130423
Wdr82	-2.96812579869717	-1.10810029818028	1.14767530882957	0	-0.840990131166342	-0.29328802961419
Irx2	-0.870650234284502	0.593625159739434	3.00770080934646	0	0.840801567375168	0.29328802961419
1810010H24Rik	-1.22682533012817	1.06852528753098	2.49322567090562	0	0.84068372550007	0.29328802961419
r_(GTGTG)n	-1.18725031947887	0.989375266232388	2.45365066025633	0	0.840680102932164	0.29328802961419
Utrn	-0.949800255583097	0.71235019168732	2.37450063895773	0	0.840637283692421	0.29328802961419
Tmcc2	-0.870650234284502	0.672775181038026	2.21620059636055	0	0.840505846706151	0.293258503400094
Birc2	-1.02895027688169	0.71235019168732	2.49322567090562	0	0.840418605751892	0.293258503400094
Uba2	-0.9102252449338	0.672775181038026	2.41407564960703	0	0.840084564407311	0.293008703544414
Cggbp1	-1.10810029818028	0.831075223635208	3.12642584129435	0	0.8400435080837	0.293008703544414
Ahdc1	-0.9102252449338	0.672775181038026	2.25577560700985	0	0.839839838406234	0.292918499900806
Slc1a6	-2.77025074545069	-1.02895027688169	1.38512537272535	0	-0.839781772720077	-0.292918499900806
Kdm4c	-2.21620059636055	-0.672775181038026	0.831075223635208	0	-0.839624522898041	-0.292898329796838
Il17rc	-0.989375266232388	0.751925202336617	2.53280068155492	0	0.839460415362802	0.292898329796838
r_(CTATT)n	-2.65152571350281	-0.831075223635208	1.02895027688169	0	-0.839378825773955	-0.292898329796838
Aspm	-2.61195070285351	-0.71235019168732	0.949800255583097	0	-0.839311297141507	-0.292898329796838
2610301G19Rik	-0.989375266232388	0.71235019168732	2.45365066025633	0	0.839203188674551	0.292898329796838
Mlycd	-1.06852528753098	0.791500212985911	2.6911007241521	0	0.838941123030617	0.292898329796838
Ddx21	-1.97875053246478	-0.593625159739434	0.791500212985911	0	-0.83893653301428	-0.292898329796838
Mgp	-1.58300042597182	1.22682533012817	3.99707607557887	0	0.838592078644834	0.292898329796838
Larp1	-0.751925202336617	0.554050149090137	1.86002550051689	0	0.838434000596225	0.292898329796838
Stxbp4	-2.80982575609999	-1.02895027688169	1.34555036207605	0	-0.838216279211093	-0.292898329796838
Swap70	-0.870650234284502	0.633200170388732	2.41407564960703	0	0.838209162653086	0.292898329796838
Oxsm	-1.22682533012817	1.10810029818028	2.41407564960703	0	0.838093919580302	0.292898329796838
Rgma	-1.22682533012817	1.10810029818028	2.41407564960703	0	0.838093919580302	0.292898329796838
Eef1d	-1.86002550051689	-0.55405014909014	0.71235019168732	0	-0.837853174374059	-0.292898329796838
AU040320	-0.870650234284502	0.633200170388732	2.53280068155492	0	0.837844939069934	0.292898329796838
Sgk3	-2.84940076674929	-0.949800255583097	1.26640034077746	0	-0.837583697991695	-0.292898329796838
Cdca4	-3.08685083064506	-1.18725031947887	1.38512537272535	0	-0.837484751991449	-0.292898329796838
Mboat1	-1.18725031947887	0.831075223635208	2.77025074545069	0	0.837262057808095	0.292898329796838
Otud7b	-0.831075223635208	0.593625159739434	2.17662558571126	0	0.83723790570249	0.292898329796838
Ppa2	-0.949800255583097	0.672775181038026	2.45365066025633	0	0.837206725976618	0.292898329796838
Exoc2	-0.831075223635208	0.633200170388732	2.21620059636055	0	0.837080318413762	0.292898329796838
Sltm	-0.9102252449338	0.672775181038026	2.33492562830844	0	0.837071192098416	0.292898329796838
4833442J19Rik	-3.04727581999576	-0.989375266232388	1.38512537272535	0	-0.837017310875606	-0.292898329796838
Vangl1	-2.25577560700985	-0.672775181038026	0.870650234284502	0	-0.836978013279226	-0.292898329796838
r_(GGCTG)n	-0.989375266232388	0.751925202336617	2.49322567090562	0	0.836845630470323	0.292898329796838
Ccdc34	-0.831075223635208	0.633200170388732	2.13705057506196	0	0.836778098130187	0.292898329796838
Fam53a	-0.9102252449338	0.633200170388732	2.37450063895773	0	0.836705786471248	0.292898329796838
Lyn	-0.989375266232388	0.71235019168732	2.6911007241521	0	0.836677578885285	0.292898329796838
Lmnb2	-2.96812579869717	-1.10810029818028	1.26640034077746	0	-0.836543628307407	-0.292898329796838
Dnase2a	-2.92855078804787	-0.949800255583097	1.18725031947887	0	-0.836527124139844	-0.292898329796838
Gm5523	-0.949800255583097	0.672775181038026	2.37450063895773	0	0.836500794570482	0.292898329796838
Nt5m	-0.989375266232388	0.71235019168732	2.61195070285351	0	0.836482532981561	0.292898329796838
Hook2	-2.57237569220421	-0.71235019168732	0.949800255583097	0	-0.836176188497666	-0.292898329796838
Csnk1g3	-0.870650234284502	0.633200170388732	2.21620059636055	0	0.836137790513001	0.292898329796838
1700094D03Rik	-2.88897577739858	-0.831075223635208	1.50385040467323	0	-0.836105938291093	-0.292898329796838
Immp1l	-0.989375266232388	0.71235019168732	2.41407564960703	0	0.836096966298706	0.292898329796838
2010012O05Rik	-0.870650234284502	0.633200170388732	2.21620059636055	0	0.83600938432648	0.292898329796838
Hip1	-0.831075223635208	0.633200170388732	2.09747556441266	0	0.835875642062912	0.292898329796838
Triap1	-0.791500212985911	0.593625159739434	1.97875053246478	0	0.835854680703002	0.292898329796838
Gpx3	-1.14767530882957	0.9102252449338	3.16600085194365	0	0.835772182956801	0.292898329796838
Lama4	-2.61195070285351	-0.791500212985911	0.989375266232388	0	-0.8355156175107	-0.292898329796838
Synpo2	-1.30597535142675	1.22682533012817	2.77025074545069	0	0.835448617777675	0.292898329796838
Tmem50b	-0.870650234284502	0.633200170388732	2.33492562830844	0	0.835415486589422	0.292898329796838
Hint1	-1.8204504898676	-0.55405014909014	0.71235019168732	0	-0.835308128335857	-0.292898329796838
Aste1	-2.7306757348014	-0.831075223635208	1.14767530882957	0	-0.835182016302325	-0.292898329796838
4632428C04Rik	-1.22682533012817	0.989375266232388	2.49322567090562	0	0.835155378853867	0.292898329796838
Ltb4r2	-1.22682533012817	1.02895027688169	2.41407564960703	0	0.83513152782441	0.292898329796838
Agpat4	-0.9102252449338	0.672775181038026	2.25577560700985	0	0.834985481207666	0.292831482791232
Klhl5	-0.870650234284502	0.633200170388732	2.21620059636055	0	0.834504176753746	0.292293840612314
Pltp	-2.41407564960703	-0.71235019168732	0.9102252449338	0	-0.834082132837466	-0.291902000840069
6430704M03Rik	-1.22682533012817	1.06852528753098	2.41407564960703	0	0.833971001924223	0.291902000840069
Exoc3	-0.9102252449338	0.672775181038026	2.41407564960703	0	0.833929808092716	0.291902000840069
Sgsh	-0.831075223635208	0.633200170388732	2.13705057506196	0	0.833710195815748	0.291731844326709
Mrpl1	-2.37450063895773	-0.672775181038026	0.9102252449338	0	-0.83334636295405	-0.291359153455491
Ier3ip1	-0.9102252449338	0.672775181038026	2.09747556441266	0	0.833220700685258	0.291320932597718
Smg6	-2.09747556441266	-0.672775181038026	0.9102252449338	0	-0.833109299490666	-0.291302730208128
Foxa1	-1.18725031947887	0.949800255583097	2.41407564960703	0	0.832770708213517	0.29096548941018
Rbm15b	-0.831075223635208	0.593625159739434	2.53280068155492	0	0.832500468374969	0.290724229532789
Rufy3	-2.65152571350281	-0.831075223635208	1.10810029818028	0	-0.832277098775268	-0.290642446730391
Dram2	-2.29535061765914	-0.751925202336617	0.989375266232388	0	-0.832245358733783	-0.290642446730391
Ppa1	-2.01832554311408	-0.633200170388732	0.791500212985911	0	-0.832073873725154	-0.290539859184991
Hdac4	-2.41407564960703	-0.751925202336617	0.989375266232388	0	-0.831842142497643	-0.29042973091093
Sec24c	-1.22682533012817	0.9102252449338	2.96812579869717	0	0.831756059335748	0.29042973091093
Rtf1	-1.14767530882957	0.949800255583097	3.36387590519011	0	0.831700194204971	0.29042973091093
Runx1	-0.989375266232388	0.71235019168732	2.49322567090562	0	0.831516127267225	0.290369483994344
Camta1	-2.7306757348014	-0.9102252449338	1.22682533012817	0	-0.831378321447361	-0.290369483994344
Pion	-0.989375266232388	0.71235019168732	2.49322567090562	0	0.831282411731151	0.290369483994344
Frmd8	-0.791500212985911	0.593625159739434	2.29535061765914	0	0.83126371769238	0.290369483994344
Nbas	-2.80982575609999	-0.9102252449338	1.34555036207605	0	-0.831142676787247	-0.290337664131729
Ccdc28a	-2.6911007241521	-0.831075223635208	1.10810029818028	0	-0.830959357997862	-0.290310235926936
Fam19a5	-0.989375266232388	0.71235019168732	2.6911007241521	0	0.830926412987229	0.290310235926936
Guca1a	-1.22682533012817	1.06852528753098	2.41407564960703	0	0.83066134629474	0.290122880473384
Psmc3ip	-2.53280068155492	-0.751925202336617	1.02895027688169	0	-0.830596219429562	-0.290122880473384
RNA_SPIKE_8	-2.61195070285351	-0.751925202336617	1.06852528753098	0	-0.830436536298146	-0.290036794788585
r_RLTR13D5	-2.25577560700985	-0.633200170388732	0.831075223635208	0	-0.830306504277471	-0.290023008626876
Celsr1	-2.6911007241521	-0.9102252449338	1.06852528753098	0	-0.830230047425574	-0.290023008626876
Anxa11	-1.10810029818028	0.831075223635208	2.88897577739858	0	0.829827421294051	0.289846938109407
Ipo13	-0.831075223635208	0.633200170388732	2.21620059636055	0	0.829815312198371	0.289846938109407
Gps2	-2.49322567090562	-0.751925202336617	1.06852528753098	0	-0.829718896179206	-0.289846938109407
Kifc2	-3.32430089454081	-0.751925202336617	1.10810029818028	0	-0.829711313880275	-0.289846938109407
Akr1c12	-1.18725031947887	0.989375266232388	2.37450063895773	0	0.829525837708276	0.289831153627787
