"gene_short_name" "biotype" "num_cells_expressed" "use_for_ordering"
"ENSG00000227929.3" "SRGAP3-AS3" "antisense" 0 FALSE
"ENSG00000227930.1" "AC009508.1" "lincRNA" 0 FALSE
"ENSG00000227932.1" "RP13-16H11.2" "lincRNA" 0 FALSE
"ENSG00000227933.1" "RP11-331F9.4" "antisense" 1 FALSE
"ENSG00000227934.1" "RP11-423F24.3" "pseudogene" 0 FALSE
"ENSG00000227935.1" "RP6-102O10.1" "lincRNA" 0 FALSE
"ENSG00000227937.1" "MTND2P30" "pseudogene" 0 FALSE
"ENSG00000227938.1" "AC104695.4" "lincRNA" 0 FALSE
"ENSG00000227939.1" "RPL3P2" "pseudogene" 8 FALSE
"ENSG00000227940.1" "RP11-372M18.1" "lincRNA" 1 FALSE
"ENSG00000227941.1" "UQCRBP2" "pseudogene" 2 FALSE
"ENSG00000227942.1" "FRMD8P1" "pseudogene" 0 FALSE
"ENSG00000227945.1" "RP11-103C16.2" "antisense" 12 FALSE
"ENSG00000227946.1" "AC007383.3" "lincRNA" 35 FALSE
"ENSG00000227947.1" "RP11-543D5.1" "lincRNA" 0 FALSE
"ENSG00000227948.3" "AC003989.4" "pseudogene" 0 FALSE
"ENSG00000227949.1" "CYCSP46" "pseudogene" 0 FALSE
"ENSG00000227950.1" "RP11-312B8.2" "pseudogene" 9 FALSE
"ENSG00000227952.2" "RPL18AP17" "pseudogene" 0 FALSE
"ENSG00000227953.2" "RP11-439E19.3" "processed_transcript" 10 FALSE
"ENSG00000227954.1" "RP11-704J17.5" "processed_transcript" 6 FALSE
"ENSG00000227958.1" "RP11-399H11.3" "lincRNA" 0 FALSE
"ENSG00000227959.1" "RP11-276H7.2" "antisense" 6 FALSE
"ENSG00000227960.1" "RP5-837I24.6" "sense_intronic" 0 FALSE
"ENSG00000227962.1" "RP11-382D8.3" "pseudogene" 0 FALSE
"ENSG00000227963.1" "RP5-1074L1.1" "processed_transcript" 1 FALSE
"ENSG00000227964.1" "RP5-1112F19.2" "lincRNA" 1 FALSE
"ENSG00000227965.1" "AC098592.6" "pseudogene" 0 FALSE
"ENSG00000227968.1" "AC004014.4" "pseudogene" 0 FALSE
"ENSG00000227969.1" "NPM1P22" "pseudogene" 0 FALSE
"ENSG00000227970.1" "NR1H5P" "pseudogene" 0 FALSE
"ENSG00000227971.1" "RP11-600G3.1" "pseudogene" 0 FALSE
"ENSG00000227972.1" "PRKRIRP3" "pseudogene" 0 FALSE
"ENSG00000227973.1" "PIN4P1" "pseudogene" 12 FALSE
"ENSG00000227979.1" "AC002127.2" "pseudogene" 0 FALSE
"ENSG00000227981.2" "AC012668.3" "lincRNA" 0 FALSE
"ENSG00000227982.1" "AC004907.2" "pseudogene" 0 FALSE
"ENSG00000227983.1" "BRK1P2" "pseudogene" 0 FALSE
"ENSG00000227986.1" "TRIM60P18" "pseudogene" 2 FALSE
"ENSG00000227987.1" "AC092675.4" "sense_intronic" 0 FALSE
"ENSG00000227988.1" "TDGF1P1" "pseudogene" 0 FALSE
"ENSG00000227989.1" "AC010141.8" "pseudogene" 0 FALSE
"ENSG00000227992.1" "AC108463.2" "pseudogene" 12 FALSE
"ENSG00000227994.1" "RP5-891H21.1" "pseudogene" 0 FALSE
"ENSG00000227995.1" "RAB11AP1" "pseudogene" 0 FALSE
"ENSG00000227997.3" "CENPVP2" "pseudogene" 0 FALSE
"ENSG00000227999.1" "MTND5P1" "pseudogene" 0 FALSE
"ENSG00000228000.1" "RPL7AP65" "pseudogene" 6 FALSE
"ENSG00000228002.2" "DHX9P1" "pseudogene" 0 FALSE
"ENSG00000228004.1" "RP5-1158B12.2" "pseudogene" 0 FALSE
"ENSG00000228005.1" "AC020743.2" "antisense" 1 FALSE
"ENSG00000228007.1" "AC011933.2" "pseudogene" 135 FALSE
"ENSG00000228008.1" "CTD-2330K9.3" "protein_coding" 2 FALSE
"ENSG00000228010.1" "AC073343.13" "processed_transcript" 2 FALSE
"ENSG00000228012.1" "RP11-393M18.1" "pseudogene" 0 FALSE
"ENSG00000228013.1" "RP11-350G8.5" "processed_transcript" 11 FALSE
"ENSG00000228014.1" "RP11-321E8.5" "pseudogene" 0 FALSE
"ENSG00000228015.1" "AC074338.5" "pseudogene" 0 FALSE
"ENSG00000228016.1" "RAPGEF4-AS1" "processed_transcript" 2 FALSE
"ENSG00000228019.1" "RP11-166O4.4" "pseudogene" 2 FALSE
"ENSG00000228020.2" "RP11-309H21.1" "pseudogene" 0 FALSE
"ENSG00000228021.2" "RP11-383C5.3" "lincRNA" 0 FALSE
"ENSG00000228022.1" "HCG20" "lincRNA" 3 FALSE
"ENSG00000228024.1" "CYP1D1P" "pseudogene" 0 FALSE
"ENSG00000228027.1" "RP1-251M9.3" "antisense" 5 FALSE
"ENSG00000228028.1" "AC069257.8" "antisense" 1 FALSE
"ENSG00000228030.2" "AC019084.7" "pseudogene" 1 FALSE
"ENSG00000228031.2" "AC078842.3" "lincRNA" 0 FALSE
"ENSG00000228032.1" "C14orf144" "protein_coding" 0 FALSE
"ENSG00000228033.1" "AC010967.2" "lincRNA" 0 FALSE
"ENSG00000228034.1" "HMGN2P21" "pseudogene" 1 FALSE
"ENSG00000228035.1" "RP4-663N10.1" "antisense" 0 FALSE
"ENSG00000228036.1" "HSPD1P9" "pseudogene" 0 FALSE
"ENSG00000228037.1" "RP3-395M20.9" "antisense" 0 FALSE
"ENSG00000228038.1" "VN1R51P" "pseudogene" 0 FALSE
"ENSG00000228039.2" "KB-1125A3.10" "pseudogene" 0 FALSE
"ENSG00000228040.1" "RP3-522D1.2" "pseudogene" 1 FALSE
"ENSG00000228041.2" "RP4-581F12.1" "pseudogene" 0 FALSE
"ENSG00000228042.2" "RP11-441A11.1" "pseudogene" 0 FALSE
"ENSG00000228043.1" "AC097721.2" "processed_transcript" 10 FALSE
"ENSG00000228044.2" "RP4-781K5.4" "processed_transcript" 0 FALSE
"ENSG00000228045.1" "DNAJA1P6" "pseudogene" 0 FALSE
"ENSG00000228046.2" "RP11-15B24.2" "pseudogene" 0 FALSE
"ENSG00000228048.1" "RP11-598C10.1" "lincRNA" 0 FALSE
"ENSG00000228049.4" "POLR2J2" "protein_coding" 105 FALSE
"ENSG00000228050.1" "TOP3BP1" "pseudogene" 3 FALSE
"ENSG00000228051.1" "RP11-325E14.2" "pseudogene" 0 FALSE
"ENSG00000228053.1" "RP11-151F5.2" "pseudogene" 36 FALSE
"ENSG00000228054.2" "RANP5" "pseudogene" 0 FALSE
"ENSG00000228055.2" "LINC00864" "processed_transcript" 0 FALSE
"ENSG00000228056.2" "CFL1P3" "pseudogene" 5 FALSE
"ENSG00000228057.1" "SEC63P1" "pseudogene" 17 FALSE
"ENSG00000228058.1" "RP11-552D4.1" "lincRNA" 1 FALSE
"ENSG00000228060.1" "RP11-69E11.8" "antisense" 5 FALSE
"ENSG00000228061.1" "Z83001.1" "processed_transcript" 7 FALSE
"ENSG00000228063.1" "RP11-135J2.4" "processed_transcript" 2 FALSE
"ENSG00000228064.1" "AC023469.2" "antisense" 0 FALSE
"ENSG00000228065.5" "RP11-222A11.1" "lincRNA" 14 FALSE
"ENSG00000228067.1" "RP11-61J19.3" "lincRNA" 0 FALSE
"ENSG00000228069.1" "RP11-100G15.3" "pseudogene" 0 FALSE
"ENSG00000228071.4" "RPL7P47" "pseudogene" 10 FALSE
"ENSG00000228072.1" "RP11-255A11.2" "antisense" 0 FALSE
"ENSG00000228073.1" "AC133106.2" "antisense" 179 FALSE
"ENSG00000228074.1" "UBBP5" "pseudogene" 0 FALSE
"ENSG00000228075.4" "BOD1L2" "protein_coding" 0 FALSE
"ENSG00000228076.2" "RP11-475E11.2" "pseudogene" 10 FALSE
"ENSG00000228078.1" "HLA-U" "pseudogene" 0 FALSE
"ENSG00000228079.1" "AC012368.1" "lincRNA" 0 FALSE
"ENSG00000228081.2" "RP11-385M4.2" "pseudogene" 0 FALSE
"ENSG00000228083.1" "IFNA14" "protein_coding" 0 FALSE
"ENSG00000228084.1" "RP5-884G6.2" "antisense" 0 FALSE
"ENSG00000228085.1" "AC004920.2" "pseudogene" 0 FALSE
"ENSG00000228086.1" "RP5-837M10.4" "antisense" 0 FALSE
"ENSG00000228089.1" "RP1-197O17.2" "pseudogene" 0 FALSE
"ENSG00000228092.1" "RP11-417C21.2" "pseudogene" 0 FALSE
"ENSG00000228095.2" "RP11-361M4.1" "pseudogene" 0 FALSE
"ENSG00000228097.1" "RP11-39K24.12" "pseudogene" 0 FALSE
"ENSG00000228098.1" "AC110620.1" "pseudogene" 0 FALSE
"ENSG00000228100.1" "AC016912.3" "lincRNA" 0 FALSE
"ENSG00000228105.1" "RP3-340N1.6" "lincRNA" 0 FALSE
"ENSG00000228106.1" "RP11-452F19.3" "lincRNA" 75 FALSE
"ENSG00000228107.1" "AP000692.9" "processed_transcript" 58 FALSE
"ENSG00000228108.1" "AC092839.3" "antisense" 2 FALSE
"ENSG00000228109.1" "MFI2-AS1" "antisense" 6 FALSE
"ENSG00000228110.3" "ST13P19" "pseudogene" 1 FALSE
"ENSG00000228111.1" "AC016697.6" "pseudogene" 0 FALSE
"ENSG00000228112.1" "AC112220.2" "pseudogene" 0 FALSE
"ENSG00000228113.3" "AC003991.3" "antisense" 0 FALSE
"ENSG00000228115.1" "RP11-165F24.5" "sense_intronic" 0 FALSE
"ENSG00000228118.2" "LOC124685" "pseudogene" 0 FALSE
"ENSG00000228120.2" "AP001631.10" "protein_coding" 0 FALSE
"ENSG00000228121.1" "PHBP3" "pseudogene" 0 FALSE
"ENSG00000228122.1" "MTND1P17" "pseudogene" 0 FALSE
"ENSG00000228123.3" "RP11-15B24.3" "pseudogene" 0 FALSE
"ENSG00000228124.1" "RP1-122O8.7" "antisense" 3 FALSE
"ENSG00000228125.2" "RP11-516A11.3" "pseudogene" 0 FALSE
"ENSG00000228126.1" "LINC00568" "lincRNA" 3 FALSE
"ENSG00000228127.1" "RP11-12L8.1" "lincRNA" 0 FALSE
"ENSG00000228132.2" "RP11-279E1.1" "pseudogene" 0 FALSE
"ENSG00000228133.2" "AC099684.1" "lincRNA" 1 FALSE
"ENSG00000228134.1" "AC092578.1" "pseudogene" 0 FALSE
"ENSG00000228135.1" "AC073128.10" "antisense" 0 FALSE
"ENSG00000228136.1" "RP11-216M21.5" "processed_transcript" 0 FALSE
"ENSG00000228137.1" "AP001469.7" "antisense" 1 FALSE
"ENSG00000228139.1" "GS1-421I3.4" "lincRNA" 0 FALSE
"ENSG00000228140.1" "RP3-467K16.4" "processed_transcript" 5 FALSE
"ENSG00000228141.2" "AC105339.1" "lincRNA" 0 FALSE
"ENSG00000228142.2" "RP11-180I4.2" "lincRNA" 0 FALSE
"ENSG00000228143.2" "RP11-308N19.5" "pseudogene" 0 FALSE
"ENSG00000228146.2" "CASP16" "protein_coding" 0 FALSE
"ENSG00000228149.1" "RPL3P1" "pseudogene" 2 FALSE
"ENSG00000228150.1" "RP11-84A14.4" "processed_transcript" 11 FALSE
"ENSG00000228151.1" "AC004941.3" "antisense" 1 FALSE
"ENSG00000228153.1" "RP11-23I7.1" "lincRNA" 0 FALSE
"ENSG00000228154.3" "RP11-302F12.2" "pseudogene" 0 FALSE
"ENSG00000228155.1" "AL589685.1" "pseudogene" 32 FALSE
"ENSG00000228156.1" "RP11-410N8.1" "processed_transcript" 0 FALSE
"ENSG00000228157.2" "AC007952.5" "protein_coding" 0 FALSE
"ENSG00000228158.1" "TLE1P1" "pseudogene" 0 FALSE
"ENSG00000228159.1" "AP001465.5" "lincRNA" 0 FALSE
"ENSG00000228160.1" "RP13-57D9.3" "lincRNA" 0 FALSE
"ENSG00000228161.1" "LL22NC03-23C6.15" "pseudogene" 0 FALSE
"ENSG00000228162.1" "AC097713.3" "lincRNA" 0 FALSE
"ENSG00000228165.1" "RP11-125K10.5" "processed_transcript" 0 FALSE
"ENSG00000228166.1" "MTND1P11" "pseudogene" 2 FALSE
"ENSG00000228167.1" "RP11-489C13.1" "pseudogene" 0 FALSE
"ENSG00000228168.1" "HNRNPA1P21" "pseudogene" 0 FALSE
"ENSG00000228169.3" "PPIAP19" "pseudogene" 16 FALSE
"ENSG00000228170.1" "RP1-40E16.11" "antisense" 88 FALSE
"ENSG00000228171.1" "AC121251.1" "pseudogene" 0 FALSE
"ENSG00000228172.1" "RP1-317E23.3" "processed_transcript" 91 FALSE
"ENSG00000228173.1" "AC091770.3" "lincRNA" 0 FALSE
"ENSG00000228174.2" "RP11-244N9.6" "antisense" 0 FALSE
"ENSG00000228175.2" "GEMIN8P4" "pseudogene" 2 FALSE
"ENSG00000228176.1" "RP4-656G21.1" "lincRNA" 0 FALSE
"ENSG00000228181.1" "RP11-455B2.9" "pseudogene" 0 FALSE
"ENSG00000228182.1" "MTND2P25" "pseudogene" 0 FALSE
"ENSG00000228184.1" "SNX19P1" "pseudogene" 0 FALSE
"ENSG00000228187.1" "RP11-363H12.1" "pseudogene" 0 FALSE
"ENSG00000228189.4" "RP13-60M5.2" "lincRNA" 0 FALSE
"ENSG00000228190.2" "RP11-104D3.1" "pseudogene" 0 FALSE
"ENSG00000228191.1" "RP11-345I18.6" "pseudogene" 0 FALSE
"ENSG00000228192.2" "RP11-342M1.3" "antisense" 21 FALSE
"ENSG00000228193.1" "TCEB1P14" "pseudogene" 0 FALSE
"ENSG00000228194.1" "CTA-415G2.2" "pseudogene" 0 FALSE
"ENSG00000228195.2" "RP11-498B4.7" "pseudogene" 0 FALSE
"ENSG00000228196.1" "PTPN2P1" "pseudogene" 9 FALSE
"ENSG00000228198.1" "OR2M3" "protein_coding" 0 FALSE
"ENSG00000228201.1" "AL022341.3" "antisense" 1 FALSE
"ENSG00000228203.1" "RNF144A-AS1" "processed_transcript" 13 FALSE
"ENSG00000228204.2" "RP4-724E13.2" "antisense" 0 FALSE
"ENSG00000228205.1" "RP11-778D9.4" "pseudogene" 8 FALSE
"ENSG00000228206.2" "AC016717.1" "pseudogene" 0 FALSE
"ENSG00000228207.1" "AC007967.2" "pseudogene" 0 FALSE
"ENSG00000228208.2" "C1orf143" "protein_coding" 3 FALSE
"ENSG00000228209.1" "AC073091.2" "pseudogene" 0 FALSE
"ENSG00000228210.1" "RPL7AL2" "pseudogene" 0 FALSE
"ENSG00000228211.2" "HYALP1" "pseudogene" 0 FALSE
"ENSG00000228212.1" "OFD1P17" "pseudogene" 4 FALSE
"ENSG00000228213.1" "NLGN1-AS1" "antisense" 0 FALSE
"ENSG00000228214.1" "LINC00693" "antisense" 5 FALSE
"ENSG00000228215.1" "RP11-541F9.2" "lincRNA" 0 FALSE
"ENSG00000228216.1" "RP11-367F23.1" "lincRNA" 0 FALSE
"ENSG00000228217.1" "AL390877.1" "pseudogene" 3 FALSE
"ENSG00000228218.1" "ATF4P3" "pseudogene" 0 FALSE
"ENSG00000228219.1" "NPM1P30" "pseudogene" 0 FALSE
"ENSG00000228221.1" "LINC00578" "lincRNA" 9 FALSE
"ENSG00000228222.1" "AC074363.1" "lincRNA" 1 FALSE
"ENSG00000228223.1" "HCG11" "lincRNA" 58 FALSE
"ENSG00000228224.3" "NACAP1" "pseudogene" 33 FALSE
"ENSG00000228225.1" "AC016908.1" "pseudogene" 0 FALSE
"ENSG00000228226.1" "AC074019.1" "lincRNA" 0 FALSE
"ENSG00000228229.2" "RP11-219C24.10" "lincRNA" 0 FALSE
"ENSG00000228231.2" "RP11-124I4.2" "antisense" 0 FALSE
"ENSG00000228232.1" "GAPDHP1" "pseudogene" 5 FALSE
"ENSG00000228234.1" "GLRXP" "pseudogene" 0 FALSE
"ENSG00000228235.1" "AP001476.4" "lincRNA" 0 FALSE
"ENSG00000228236.2" "AC073271.1" "pseudogene" 0 FALSE
"ENSG00000228237.1" "EFCAB14-AS1" "antisense" 1 FALSE
"ENSG00000228238.1" "GS1-304P7.2" "pseudogene" 0 FALSE
"ENSG00000228239.1" "RP11-85G21.1" "lincRNA" 0 FALSE
"ENSG00000228240.1" "TTTY17A" "lincRNA" 0 FALSE
"ENSG00000228241.1" "MOB1AP1" "pseudogene" 0 FALSE
"ENSG00000228242.1" "AC093495.4" "processed_transcript" 7 FALSE
"ENSG00000228243.2" "RP11-436G20.1" "pseudogene" 0 FALSE
"ENSG00000228247.1" "UBBP2" "pseudogene" 0 FALSE
"ENSG00000228248.1" "RP11-111E2.1" "pseudogene" 0 FALSE
"ENSG00000228251.1" "AC012442.6" "lincRNA" 3 FALSE
"ENSG00000228252.4" "COL6A4P2" "pseudogene" 0 FALSE
"ENSG00000228253.1" "MT-ATP8" "mitochondrial_protein_coding" 350 FALSE
"ENSG00000228255.1" "RP11-323I1.1" "lincRNA" 0 FALSE
"ENSG00000228257.1" "AC010141.6" "pseudogene" 0 FALSE
"ENSG00000228259.2" "AC136604.1" "protein_coding" 0 FALSE
"ENSG00000228261.1" "RP11-127L20.3" "lincRNA" 2 FALSE
"ENSG00000228262.3" "AC073218.2" "lincRNA" 0 FALSE
"ENSG00000228264.1" "RP11-350G8.7" "pseudogene" 0 FALSE
"ENSG00000228265.1" "RP5-1125A11.1" "lincRNA" 35 FALSE
"ENSG00000228271.1" "RP11-513G11.2" "lincRNA" 0 FALSE
"ENSG00000228272.1" "AC106874.1" "processed_transcript" 0 FALSE
"ENSG00000228273.2" "MUC3A" "protein_coding" 0 FALSE
"ENSG00000228274.2" "RP3-508I15.9" "antisense" 52 FALSE
"ENSG00000228275.1" "ARMCX3-AS1" "antisense" 96 FALSE
"ENSG00000228277.1" "AC112518.3" "lincRNA" 0 FALSE
"ENSG00000228278.2" "ORM2" "protein_coding" 0 FALSE
"ENSG00000228280.1" "RP11-367B6.2" "sense_intronic" 0 FALSE
"ENSG00000228283.3" "RP11-497D6.2" "pseudogene" 2 FALSE
"ENSG00000228285.2" "LYPLA2P1" "pseudogene" 0 FALSE
"ENSG00000228286.2" "AP000593.5" "pseudogene" 0 FALSE
"ENSG00000228288.2" "KDM5B-AS1" "antisense" 22 FALSE
"ENSG00000228289.1" "RP4-640E24.1" "pseudogene" 0 FALSE
"ENSG00000228290.2" "RP11-132M7.3" "antisense" 1 FALSE
"ENSG00000228291.1" "RP11-445P17.6" "pseudogene" 0 FALSE
"ENSG00000228292.1" "RP11-220I1.4" "pseudogene" 5 FALSE
"ENSG00000228293.1" "RP4-686C3.7" "antisense" 3 FALSE
"ENSG00000228294.2" "AL589743.2" "lincRNA" 0 FALSE
"ENSG00000228295.1" "LINC00392" "lincRNA" 0 FALSE
"ENSG00000228296.1" "TTTY4C" "lincRNA" 0 FALSE
"ENSG00000228300.9" "C19orf24" "protein_coding" 87 FALSE
"ENSG00000228301.1" "RPL7P55" "pseudogene" 0 FALSE
"ENSG00000228302.2" "RP11-186N15.3" "antisense" 31 FALSE
"ENSG00000228303.1" "RP11-10F11.2" "pseudogene" 0 FALSE
"ENSG00000228304.1" "OR4K6P" "pseudogene" 0 FALSE
"ENSG00000228305.1" "AC016734.2" "pseudogene" 3 FALSE
"ENSG00000228307.1" "RP11-113A10.3" "pseudogene" 0 FALSE
"ENSG00000228308.1" "RP11-255G21.1" "lincRNA" 13 FALSE
"ENSG00000228309.1" "GS1-204I12.2" "lincRNA" 0 FALSE
"ENSG00000228312.1" "GAPDHP45" "pseudogene" 0 FALSE
"ENSG00000228313.3" "CTD-2555K7.4" "antisense" 0 FALSE
"ENSG00000228314.1" "CYP4F29P" "pseudogene" 0 FALSE
"ENSG00000228315.6" "GUSBP11" "pseudogene" 57 FALSE
"ENSG00000228316.1" "RP11-522L3.5" "pseudogene" 1 FALSE
"ENSG00000228317.1" "RP11-235C23.5" "antisense" 1 FALSE
"ENSG00000228318.1" "AP001610.5" "antisense" 0 FALSE
"ENSG00000228319.1" "SPATA2P1" "pseudogene" 0 FALSE
"ENSG00000228322.1" "RP11-358M14.2" "processed_transcript" 0 FALSE
"ENSG00000228323.2" "AC008753.6" "antisense" 0 FALSE
"ENSG00000228326.1" "RP11-109G10.2" "pseudogene" 0 FALSE
"ENSG00000228327.2" "RP11-206L10.2" "lincRNA" 42 FALSE
"ENSG00000228328.2" "RP11-516A11.1" "pseudogene" 1 FALSE
"ENSG00000228329.1" "AC097495.3" "lincRNA" 0 FALSE
"ENSG00000228330.1" "RP11-730A19.5" "pseudogene" 12 FALSE
"ENSG00000228331.2" "RPL17P43" "pseudogene" 7 FALSE
"ENSG00000228334.1" "AC024028.1" "lincRNA" 0 FALSE
"ENSG00000228335.1" "AC073063.10" "pseudogene" 2 FALSE
"ENSG00000228336.1" "OR9H1P" "pseudogene" 0 FALSE
"ENSG00000228337.1" "RP11-804H8.5" "pseudogene" 1 FALSE
"ENSG00000228338.1" "RP5-845O24.8" "lincRNA" 0 FALSE
"ENSG00000228339.1" "AMD1P1" "pseudogene" 1 FALSE
"ENSG00000228340.1" "RP5-1043L13.1" "processed_transcript" 13 FALSE
"ENSG00000228341.1" "CTB-20D2.1" "pseudogene" 4 FALSE
"ENSG00000228343.1" "RP11-1148L6.5" "antisense" 18 FALSE
"ENSG00000228345.2" "RP11-12D5.4" "pseudogene" 0 FALSE
"ENSG00000228347.1" "FTLP17" "pseudogene" 0 FALSE
"ENSG00000228348.1" "EFCAB14P1" "pseudogene" 0 FALSE
"ENSG00000228349.1" "RPS26P4" "pseudogene" 0 FALSE
"ENSG00000228350.1" "RP11-148G20.1" "antisense" 2 FALSE
"ENSG00000228351.1" "AC018832.1" "lincRNA" 0 FALSE
"ENSG00000228352.2" "RP11-537H15.3" "antisense" 0 FALSE
"ENSG00000228353.1" "RP11-184A2.2" "antisense" 0 FALSE
"ENSG00000228354.1" "RP11-552J9.9" "pseudogene" 0 FALSE
"ENSG00000228355.1" "BX322559.3" "antisense" 0 FALSE
"ENSG00000228358.1" "AC113617.1" "lincRNA" 0 FALSE
"ENSG00000228360.1" "RP11-365F18.1" "pseudogene" 1 FALSE
"ENSG00000228361.1" "RP11-503C24.3" "lincRNA" 0 FALSE
"ENSG00000228363.2" "AC015971.2" "antisense" 7 FALSE
"ENSG00000228364.1" "SAR1P1" "pseudogene" 0 FALSE
"ENSG00000228365.1" "RP1-90J20.2" "lincRNA" 1 FALSE
"ENSG00000228366.1" "RP11-18B3.3" "pseudogene" 2 FALSE
"ENSG00000228367.3" "RP11-524L6.2" "pseudogene" 0 FALSE
"ENSG00000228368.1" "AC106873.4" "protein_coding" 7 FALSE
"ENSG00000228369.2" "RP11-91A18.5" "antisense" 5 FALSE
"ENSG00000228372.2" "RP11-85L21.4" "processed_transcript" 0 FALSE
"ENSG00000228373.2" "RP11-497K15.1" "pseudogene" 0 FALSE
"ENSG00000228374.1" "AC012497.2" "pseudogene" 0 FALSE
"ENSG00000228375.1" "RP11-232A1.1" "pseudogene" 0 FALSE
"ENSG00000228376.3" "RP11-520B13.4" "pseudogene" 0 FALSE
"ENSG00000228379.1" "AC010891.2" "lincRNA" 0 FALSE
"ENSG00000228380.1" "AC016697.2" "pseudogene" 0 FALSE
"ENSG00000228382.1" "ITPKB-IT1" "sense_intronic" 1 FALSE
"ENSG00000228383.2" "FAM197Y7" "antisense" 0 FALSE
"ENSG00000228384.3" "AC007040.6" "antisense" 0 FALSE
"ENSG00000228386.2" "RP5-1125A11.4" "lincRNA" 3 FALSE
"ENSG00000228389.1" "AC068039.4" "antisense" 32 FALSE
"ENSG00000228391.1" "AC011995.3" "lincRNA" 0 FALSE
"ENSG00000228392.1" "RP11-343J18.1" "lincRNA" 0 FALSE
"ENSG00000228393.3" "RP11-325F22.3" "antisense" 26 FALSE
"ENSG00000228395.1" "RP11-216B9.6" "antisense" 29 FALSE
"ENSG00000228397.1" "RP1-224A6.3" "lincRNA" 2 FALSE
"ENSG00000228398.2" "HMGN2P25" "pseudogene" 0 FALSE
"ENSG00000228399.1" "RP4-575N6.2" "pseudogene" 0 FALSE
"ENSG00000228400.1" "AC079154.1" "antisense" 0 FALSE
"ENSG00000228401.3" "RP11-251M1.1" "antisense" 0 FALSE
"ENSG00000228403.1" "RP11-563N6.6" "sense_intronic" 0 FALSE
"ENSG00000228404.1" "AP001468.58" "antisense" 1 FALSE
"ENSG00000228407.2" "RP4-800M22.1" "pseudogene" 9 FALSE
"ENSG00000228408.1" "RP1-111D6.3" "processed_transcript" 0 FALSE
"ENSG00000228409.1" "CCT6P1" "pseudogene" 105 FALSE
"ENSG00000228410.1" "TCEB1P24" "pseudogene" 0 FALSE
"ENSG00000228411.1" "CDY4P" "pseudogene" 0 FALSE
"ENSG00000228413.1" "AC024937.2" "pseudogene" 0 FALSE
"ENSG00000228414.2" "AC010733.4" "processed_transcript" 0 FALSE
"ENSG00000228415.2" "PTMAP1" "pseudogene" 5 FALSE
"ENSG00000228417.1" "RP11-549L6.3" "antisense" 0 FALSE
"ENSG00000228418.2" "CTSL1P3" "pseudogene" 0 FALSE
"ENSG00000228420.1" "RP4-735C1.6" "lincRNA" 0 FALSE
"ENSG00000228421.2" "AC005013.5" "lincRNA" 0 FALSE
"ENSG00000228422.3" "LINC00687" "lincRNA" 1 FALSE
"ENSG00000228423.1" "RP4-633I8.4" "lincRNA" 29 FALSE
"ENSG00000228426.1" "RP11-402L1.11" "lincRNA" 0 FALSE
"ENSG00000228427.1" "RP5-1091N2.9" "antisense" 1 FALSE
"ENSG00000228429.1" "RP5-859M6.1" "pseudogene" 1 FALSE
"ENSG00000228430.4" "RP11-15B24.5" "lincRNA" 1 FALSE
"ENSG00000228431.1" "ARL5AP3" "pseudogene" 2 FALSE
"ENSG00000228432.1" "DHFRP2" "pseudogene" 0 FALSE
"ENSG00000228433.1" "OR7E23P" "pseudogene" 0 FALSE
"ENSG00000228434.1" "AC004951.6" "processed_transcript" 53 FALSE
"ENSG00000228436.2" "RP5-864K19.4" "antisense" 19 FALSE
"ENSG00000228437.1" "RP11-400N13.2" "lincRNA" 0 FALSE
"ENSG00000228438.1" "RP5-859I17.2" "pseudogene" 0 FALSE
"ENSG00000228439.2" "TSTD3" "antisense" 65 FALSE
"ENSG00000228440.1" "MTND5P6" "pseudogene" 0 FALSE
"ENSG00000228444.1" "RP11-173B14.4" "antisense" 8 FALSE
"ENSG00000228445.1" "UGT1A2P" "pseudogene" 0 FALSE
"ENSG00000228446.2" "AC073052.1" "pseudogene" 16 FALSE
"ENSG00000228450.2" "RP1-154J13.3" "pseudogene" 0 FALSE
"ENSG00000228451.3" "SDAD1P1" "pseudogene" 24 FALSE
"ENSG00000228452.1" "RP5-994D16.9" "antisense" 4 FALSE
"ENSG00000228453.1" "RP11-229A19.3" "pseudogene" 0 FALSE
"ENSG00000228459.2" "CXorf28" "protein_coding" 2 FALSE
"ENSG00000228460.1" "CYP2C59P" "pseudogene" 0 FALSE
"ENSG00000228462.1" "RP11-445N18.3" "pseudogene" 0 FALSE
"ENSG00000228463.4" "AP006222.2" "lincRNA" 50 FALSE
"ENSG00000228464.1" "RP11-617O8.1" "pseudogene" 0 FALSE
"ENSG00000228465.1" "TRAPPC2P10" "pseudogene" 0 FALSE
"ENSG00000228466.1" "TUBB4AP1" "pseudogene" 0 FALSE
"ENSG00000228467.2" "RP11-402N8.1" "lincRNA" 0 FALSE
"ENSG00000228470.1" "RP11-176D17.3" "processed_transcript" 31 FALSE
"ENSG00000228471.1" "AC018865.11" "pseudogene" 0 FALSE
"ENSG00000228473.1" "LIN28AP2" "pseudogene" 0 FALSE
"ENSG00000228474.1" "OST4" "protein_coding" 344 FALSE
"ENSG00000228476.1" "CSTP1" "pseudogene" 0 FALSE
"ENSG00000228477.1" "RP3-342P20.2" "pseudogene" 1 FALSE
"ENSG00000228478.1" "RP1-290I10.3" "lincRNA" 0 FALSE
"ENSG00000228480.1" "AC130464.1" "pseudogene" 0 FALSE
"ENSG00000228481.1" "U51244.2" "antisense" 1 FALSE
